k,psiUnw,sUsed,v_cmd
189,5.06802322654657,0.999999999999091,3.30274472259049
190,5.06802322654657,0.999999999999091,3.30274472259049
191,5.06802322654657,0.999999999999091,3.30274472259049
192,5.06802322654657,0.999999999999091,3.30274472259049
193,5.06802322654657,0.999999999999091,3.30274472259049
194,5.06802322654657,0.999999999999091,3.30274472259049
195,5.06802322654657,0.999999999999091,3.30274472259049
196,5.06802322654657,0.999999999999091,3.30274472259049
197,5.06802322654657,0.999999999999091,3.30274472259049
198,5.06802322654657,0.999999999999091,3.30274472259049
199,5.06802322654657,0.999999999999091,3.30274472259049
200,5.06802322654657,0.999999999999119,3.30274472259049
201,5.06802322654657,0.999999999999091,3.30274472259049
202,5.06802322654657,0.999999999999091,3.30274472259049
203,5.06802322654657,0.999999999999091,3.30274472259049
204,5.06802322654657,0.999999999999091,3.30274472259049
205,5.06802322654657,0.999999999999091,3.30274472259049
206,5.06802322654657,0.999999999999091,3.30274472259049
207,5.06802322654657,0.999999999999091,3.30274472259049
208,5.06802322654657,0.999999999999091,3.30274472259049
209,5.06802322654657,0.999999999999091,3.30274472259049
210,5.06802322654657,0.999999999999091,3.30274472259049
211,5.06802322654657,0.999999999999091,3.30274472259049
212,5.06802322654657,0.999999999999091,3.30274472259049
213,5.06802322654657,0.999999999999091,3.30274472259049
214,5.06802322654657,0.999999999999091,3.30274472259049
215,5.06802322654657,0.999999999999091,3.30274472259049
216,5.06802322654657,0.999999999999091,3.30274472259049
217,5.06802322654657,0.999999999999091,3.30274472259049
218,5.06802322654657,0.999999999999091,3.30274472259049
219,5.06802322654657,0.999999999999091,3.30274472259049
220,5.06802322654657,0.999999999999091,3.30274472259049
221,5.06802322654657,0.999999999999091,3.30274472259049
222,5.06802322654657,0.999999999999091,3.30274472259049
223,5.06802322654657,0.999999999999091,3.30274472259049
224,5.06802322654657,0.999999999999091,3.30274472259049
225,5.06802322654657,0.999999999999091,3.30274472259049
226,5.06802322654657,0.999999999999091,3.30274472259049
227,5.06802322654657,0.999999999999091,3.30274472259049
228,5.06802322654657,0.999999999999091,3.30274472259049
229,5.06802322654657,0.999999999999091,3.30274472259049
230,5.06802322654657,0.999999999999091,3.30274472259049
231,5.06802322654657,0.999999999999091,3.30274472259049
232,5.06802322654657,0.999999999999091,3.30274472259049
233,5.06802322654657,0.999999999999091,3.30274472259049
234,5.06802322654657,0.999999999999091,3.30274472259049
235,5.06802322654657,0.999999999999091,3.30274472259049
236,5.06802322654657,0.999999999999091,3.30274472259049
